input	output
segment: तत्त्वज्ञानं प्रति	तत्त्वज्ञानम् प्रति
segment: भोगावच्छेदकत्वं शरीरत्वमिति	भोगावच्छेदकत्वम् शरीरत्वम् इति
segment: तत्रापि	तत्र अपि
segment: तयोस्तत्र	तयोः तत्र
segment: भीमो	भीमः
segment: समानाधिकरण्यान्तनिवेशे	समानाधिकरण्या अन्तनिवेशे
segment: वृत्तान्तं भण]	वृत्तान्तम् भण]
segment: तत्संशयो व्यभिचारसंशयत्वेन	तत्संशयः व्यभिचारसंशयत्वेन
segment: विद्याह्रासस्ततो जातो	विद्याह्रासः ततः जातः
tag: कार्यालयः च नरः अस्ति ।	कार्यालयः|NOUN च|CONJ नरः|NOUN अस्ति|VERB ।|SYM
segment: किमाह	किम् आह
segment: पक्षतावच्छेदकत्वेपि	पक्षतावच्छेदकत्वे अपि
segment: पृथिवीत्वापरपर्यायस्य	पृथिवीत्व अपरपर्यायस्य
tag: राज्ञाम् च कविर्मुनिः शिक्षयति ।	राज्ञाम्|NOUN च|CONJ कविर्मुनिः|NOUN शिक्षयति|VERB ।|SYM
segment: सर्वेः---कथमाशीर्वचनं न	सर्वेः---कथम् आशीर्वचनम् न
segment: स्यालं तव	स्यालम् तव
segment: सतां विहाय	सताम् विहाय
segment: भङ्गोऽस्तु	भङ्गः अस्तु
tag: कर्म च जीवानाम् विनद्य ।	कर्म|NOUN च|CONJ जीवानाम्|NOUN विनद्य|VERB ।|SYM
segment: स्वर्गं गतो	स्वर्गम् गतः
segment: ब्रह्मवच्छिन्नचैतन्यस्यावृत्ततया	ब्रह्मवच्छिन्नचैतन्यस्य अवृत्ततया
segment: जलं जलस्थानगतं	जलम् जलस्थानगतम्
segment: सद्धेतावसाधारणेऽपि	सद्धेतौ असाधारणे अपि
segment: अहं विजया	अहम् विजया
segment: सुहृद् पूर्वम्	सुहृत् पूर्वम्
segment: किन्त्वज्ञाननिवृत्तित्वमेव	किन्तु अज्ञाननिवृत्तित्वम् एव
segment: भोगान्नाश	भोगात् नाश
tag: सर्वे अस्ति ।	सर्वे|PRON अस्ति|VERB ।|SYM
segment: धृतराष्ट्रो गान्धारी	धृतराष्ट्रः गान्धारी
segment: काञ्चनपरिघमुद्यम्य	काञ्चनपरिघम् उद्यम्य
