input	output
segment: वृद्धं स्वपितरं	वृद्धम् स्वपितरम्
segment: चारिभिरेतौ	चारिभिः एतौ
segment: यतो हि	यतः हि
segment: स एव	सः एव
segment: सयोधा	सयोधाः
segment: त्वमवगच्छसि	त्वम् अवगच्छसि
segment: अदण्ड्यो नैव	अदण्ड्यः न एव
segment: मनस्येषां सुतोत्सादनात्	मनसि एषाम् सुतोत्सादनात्
segment: इतो भवान्	इतः भवान्
segment: समाधेय इति	समाधेयः इति
segment: विरुद्धत्वमेवेति	विरुद्धत्वम् एव इति
segment: जिता येन	जिताः येन
segment: समीचीनमिति-ख	समीचीनम् इति-ख
segment: दोष इति	दोषः इति
segment: कुरुवंशोऽयमचिरान्नाशमेष्यति	कुरुवंशः अयम् अचिरात् नाशम् एष्यति
